Candidate_Location,Distance_From_Job_Location (km),Cost_of_Living_Area,Current_Role,Seniority_Level,Experience_Years,Current_Salary (INR),Expected_Salary (INR),Education_Qualification,Relevant_Skills,Certifications,Notice_Period (Days),Planned_Leaves,Shift_Preference,Service_Bond_Acceptance,Work_Mode_Preference,Current_Company_Name,Current_Company_Industry,Current_Company_Brand_Perception,Job_Hopping_History (Years),Technology_Fit,Offered_Salary (INR),Salary_Difference (INR),Salary_Competitiveness,Offered_Position_Level,Offered_Job_Role,Job_Location,Relocation_Required,Benefits_Package,Career_Growth_Opportunities,Job_Security,Offer_Company_Brand_Value,Offer_Validity_Date,Offer_Letter_Clarity,Expected_Joining_Score
Munger,7,Medium,Analyst,Senior-Level,8,992731,1438858,Bachelor's Degree,"Java, Spring Boot",PMP,12,8,Night,Yes,Remote,Cognizant,Banking,Neutral,4,High,1920247,446538,Average,Senior-Level,Manager,Kolkata,No,Stock Options,Limited,Strong,Low,2025-01-21 17:53:29.688940,Ambiguous,559.0082333333334
Madanapalle,8,High,Analyst,Entry-Level,12,1504278,2261967,Master's Degree,"Python, SQL, ML",AWS Certified,29,1,Night,No,Offline,TCS,Consulting,Neutral,7,High,490671,79089,Below Average,Entry-Level,Team Lead,Munger,Yes,Health Insurance,Limited,Stable,Low,2024-12-30 17:53:29.688940,Ambiguous,914.3557
Chennai,45,Low,Consultant,Senior-Level,2,1530884,504457,Bachelor's Degree,"AWS, Docker, Kubernetes",PMP,83,3,Day,Yes,Offline,TCS,Healthcare,Positive,3,Low,1429326,268790,Below Average,Mid-Level,Developer,Pune,No,Health Insurance,Excellent,Weak,High,2024-12-30 17:53:29.688940,Clear,920.6442
Chennai,41,High,Data Scientist,Lead,14,392214,435022,Bachelor's Degree,"Python, SQL, ML",AWS Certified,42,12,Day,No,Offline,Cognizant,Banking,Positive,5,High,521477,430363,Above Average,Senior-Level,Developer,Mumbai,No,Stock Options,Moderate,Stable,Low,2024-12-11 17:53:29.688940,Ambiguous,615.3825666666667
Madanapalle,19,Medium,Analyst,Senior-Level,8,1373675,752769,Diploma,"Java, Spring Boot",AWS Certified,50,13,Flexible,Yes,Offline,HCL,Consulting,Negative,3,Low,2690575,467488,Below Average,Entry-Level,Developer,Chennai,Yes,Stock Options,Moderate,Strong,Low,2024-12-23 17:53:29.688940,Ambiguous,939.6858333333333
Hyderabad,12,Low,Consultant,Entry-Level,5,397170,972995,Master's Degree,"Python, SQL, ML",Google Cloud Certified,7,4,Day,No,Remote,Cognizant,Banking,Positive,4,Low,2026732,378360,Average,Mid-Level,Manager,Pune,No,Health Insurance,Excellent,Strong,High,2025-01-22 17:53:29.688940,Clear,484.5577333333333
Chennai,42,Low,Project Manager,Senior-Level,8,1299886,1142538,Master's Degree,"AWS, Docker, Kubernetes",Scrum Master,36,4,Day,No,Hybrid,Accenture,Healthcare,Neutral,6,Low,1844141,307577,Above Average,Entry-Level,Developer,Darbhanga,No,Health Insurance,Limited,Strong,Low,2025-01-26 17:53:29.688940,Ambiguous,1000.0
Madanapalle,23,Medium,Software Engineer,Mid-Level,5,1607320,2001572,Master's Degree,"JavaScript, React",AWS Certified,89,11,Flexible,Yes,Remote,Accenture,Banking,Positive,7,Low,1342136,182929,Average,Lead,Developer,Hyderabad,No,Health Insurance,Limited,Strong,High,2025-01-16 17:53:29.688940,Ambiguous,1000.0
Madanapalle,30,Low,Data Scientist,Senior-Level,1,1563069,2397017,Master's Degree,"C++, Algorithms",Google Cloud Certified,63,0,Day,Yes,Offline,Accenture,Banking,Positive,9,Low,1422214,416950,Average,Entry-Level,Developer,Hyderabad,No,Health Insurance,Excellent,Strong,Low,2024-12-29 17:53:29.688940,Ambiguous,944.4071333333334
Madanapalle,43,High,Analyst,Lead,12,1164036,906035,Diploma,"Java, Spring Boot",Scrum Master,38,8,Day,No,Hybrid,HCL,Consulting,Neutral,9,Moderate,1677747,357125,Below Average,Lead,Manager,Delhi,Yes,Stock Options,Limited,Strong,High,2025-01-08 17:53:29.688940,Clear,433.9249
Delhi,14,Medium,Software Engineer,Senior-Level,13,644779,1121025,Diploma,"JavaScript, React",Scrum Master,7,14,Night,No,Hybrid,TCS,Retail,Positive,7,Low,2056243,111169,Above Average,Senior-Level,Developer,Hyderabad,No,Health Insurance,Limited,Weak,High,2025-01-13 17:53:29.688940,Ambiguous,859.5414333333333
Pune,42,Medium,Consultant,Mid-Level,11,1517746,895236,PhD,"C++, Algorithms",PMP,61,8,Flexible,No,Offline,Accenture,Healthcare,Negative,6,Low,2807453,57557,Average,Mid-Level,Team Lead,Pune,No,Stock Options,Moderate,Strong,Moderate,2024-12-09 17:53:29.688940,Ambiguous,1000.0
Delhi,18,Medium,Analyst,Mid-Level,14,978918,2233618,Master's Degree,"JavaScript, React",PMP,81,4,Night,Yes,Remote,Accenture,Consulting,Positive,3,Moderate,2382613,39490,Above Average,Mid-Level,Developer,Madanapalle,No,Flexible Hours,Moderate,Stable,High,2025-01-17 17:53:29.688940,Ambiguous,1000.0
Munger,45,Medium,Software Engineer,Mid-Level,11,491195,1731558,Bachelor's Degree,"Python, SQL, ML",PMP,38,9,Flexible,Yes,Remote,Cognizant,IT Services,Positive,3,Low,2086532,372398,Above Average,Lead,Developer,Bangalore,Yes,Stock Options,Moderate,Weak,Moderate,2025-01-03 17:53:29.688940,Clear,220.55106666666666
Mumbai,23,Low,Project Manager,Entry-Level,2,1903382,1602802,Diploma,"Python, SQL, ML",None,13,2,Day,No,Offline,TCS,Banking,Neutral,1,Moderate,977429,119296,Average,Entry-Level,Data Analyst,Mumbai,No,Health Insurance,Limited,Strong,Moderate,2025-01-19 17:53:29.688940,Clear,1000.0
Delhi,34,Medium,Data Scientist,Mid-Level,14,352763,430294,Bachelor's Degree,"C++, Algorithms",Scrum Master,51,7,Flexible,Yes,Hybrid,Accenture,IT Services,Negative,8,Moderate,599015,323590,Below Average,Senior-Level,Manager,Darbhanga,No,Stock Options,Moderate,Stable,Low,2024-12-25 17:53:29.688940,Clear,622.9671666666667
Delhi,9,Medium,Consultant,Entry-Level,6,1407748,653010,Bachelor's Degree,"C++, Algorithms",None,81,6,Night,Yes,Hybrid,Accenture,Consulting,Negative,5,Low,2209539,170056,Below Average,Entry-Level,Team Lead,Pune,No,Health Insurance,Moderate,Weak,Moderate,2025-01-05 17:53:29.688940,Ambiguous,1000.0
Pune,35,Low,Analyst,Mid-Level,3,1037491,1912601,Bachelor's Degree,"Python, SQL, ML",PMP,56,4,Day,Yes,Remote,Cognizant,Retail,Positive,2,High,533802,397995,Above Average,Senior-Level,Team Lead,Kolkata,No,Flexible Hours,Excellent,Stable,High,2025-01-05 17:53:29.688940,Ambiguous,1000.0
Mumbai,11,Medium,Project Manager,Entry-Level,8,782492,2083231,PhD,"Python, SQL, ML",Google Cloud Certified,20,11,Night,No,Hybrid,Cognizant,Healthcare,Negative,2,High,2177516,456252,Below Average,Senior-Level,Data Analyst,Darbhanga,No,Health Insurance,Limited,Strong,High,2024-12-15 17:53:29.688940,Clear,859.5838666666666
Bangalore,23,Low,Data Scientist,Mid-Level,5,1572906,1729780,PhD,"C++, Algorithms",PMP,22,0,Flexible,Yes,Offline,Infosys,Consulting,Neutral,0,Low,1228795,239657,Above Average,Senior-Level,Team Lead,Pune,No,Health Insurance,Excellent,Stable,Low,2024-12-22 17:53:29.688940,Ambiguous,716.9598333333333
Madanapalle,35,Low,Data Scientist,Mid-Level,3,1332945,1579744,Master's Degree,"C++, Algorithms",AWS Certified,3,6,Flexible,Yes,Hybrid,Cognizant,Retail,Positive,1,High,2639721,126931,Above Average,Entry-Level,Team Lead,Hyderabad,No,Health Insurance,Limited,Weak,Low,2024-12-28 17:53:29.688940,Clear,1000.0
Kolkata,43,Medium,Project Manager,Senior-Level,12,1221254,2318891,Diploma,"C++, Algorithms",Google Cloud Certified,73,10,Flexible,No,Remote,Cognizant,Consulting,Negative,4,Low,701753,423724,Average,Entry-Level,Team Lead,Munger,No,Health Insurance,Excellent,Stable,Moderate,2024-12-10 17:53:29.688940,Ambiguous,1000.0
Mumbai,28,High,Analyst,Mid-Level,10,967241,758076,Master's Degree,"AWS, Docker, Kubernetes",Google Cloud Certified,42,0,Night,No,Remote,Infosys,Retail,Neutral,8,Low,1272905,77662,Above Average,Senior-Level,Developer,Chennai,Yes,Stock Options,Excellent,Stable,High,2024-12-29 17:53:29.688940,Ambiguous,537.4301666666667
Munger,38,Medium,Data Scientist,Senior-Level,7,578963,1067578,PhD,"AWS, Docker, Kubernetes",Scrum Master,10,0,Day,No,Offline,Accenture,IT Services,Neutral,2,Moderate,2595691,483270,Average,Mid-Level,Developer,Munger,Yes,Health Insurance,Excellent,Strong,Low,2024-12-19 17:53:29.688940,Ambiguous,867.5230333333334
Hyderabad,27,High,Consultant,Mid-Level,14,1964877,1939609,PhD,"Python, SQL, ML",None,83,8,Day,Yes,Remote,Cognizant,Retail,Neutral,6,Low,2395007,219633,Below Average,Senior-Level,Developer,Kolkata,Yes,Flexible Hours,Moderate,Stable,Moderate,2024-12-10 17:53:29.688940,Clear,580.8335666666667
Munger,49,Low,Software Engineer,Mid-Level,8,459827,816893,Bachelor's Degree,"AWS, Docker, Kubernetes",AWS Certified,18,5,Night,Yes,Offline,HCL,Healthcare,Positive,5,Low,2837056,97392,Average,Lead,Data Analyst,Munger,Yes,Stock Options,Moderate,Weak,Low,2025-01-13 17:53:29.688940,Clear,1000.0
Madanapalle,44,High,Consultant,Senior-Level,4,1374387,1384364,Master's Degree,"Java, Spring Boot",Google Cloud Certified,64,6,Night,Yes,Hybrid,Infosys,IT Services,Neutral,2,High,1112984,224607,Below Average,Lead,Data Analyst,Delhi,Yes,Health Insurance,Moderate,Weak,Moderate,2024-12-26 17:53:29.688940,Ambiguous,655.0994666666667
Mumbai,10,Medium,Data Scientist,Senior-Level,13,751338,1344670,Bachelor's Degree,"Python, SQL, ML",None,1,1,Night,No,Hybrid,Infosys,Banking,Neutral,3,Moderate,2727569,269623,Average,Lead,Developer,Chennai,No,Flexible Hours,Limited,Strong,Low,2025-01-15 17:53:29.688940,Clear,479.9189666666667
Munger,42,Medium,Software Engineer,Entry-Level,13,1648417,1407535,PhD,"Java, Spring Boot",None,48,14,Day,No,Hybrid,Accenture,IT Services,Positive,4,Moderate,404642,237174,Below Average,Entry-Level,Manager,Munger,Yes,Stock Options,Excellent,Strong,Low,2025-01-19 17:53:29.688940,Clear,1000.0
Munger,45,High,Project Manager,Lead,11,885484,765612,Master's Degree,"JavaScript, React",AWS Certified,68,10,Flexible,Yes,Offline,Cognizant,IT Services,Positive,1,High,2960835,299284,Above Average,Entry-Level,Developer,Mumbai,Yes,Stock Options,Excellent,Stable,High,2024-12-27 17:53:29.688940,Ambiguous,1000.0
Bangalore,40,Medium,Software Engineer,Senior-Level,9,1985964,491628,Master's Degree,"Java, Spring Boot",AWS Certified,33,14,Night,Yes,Remote,HCL,Banking,Neutral,7,Low,1465215,434761,Average,Mid-Level,Manager,Chennai,Yes,Health Insurance,Limited,Weak,Low,2025-01-16 17:53:29.688940,Clear,699.8405
Bangalore,31,High,Software Engineer,Entry-Level,6,711560,1253307,Diploma,"JavaScript, React",PMP,3,7,Night,Yes,Offline,Accenture,IT Services,Positive,6,Moderate,1937875,365827,Below Average,Mid-Level,Team Lead,Kolkata,No,Flexible Hours,Limited,Strong,Moderate,2024-12-31 17:53:29.688940,Ambiguous,360.5958333333333
Mumbai,15,Low,Software Engineer,Mid-Level,14,320656,448316,PhD,"Java, Spring Boot",PMP,38,14,Flexible,No,Hybrid,Cognizant,IT Services,Negative,8,Moderate,2033291,297585,Average,Entry-Level,Manager,Munger,Yes,Stock Options,Moderate,Weak,Low,2024-12-18 17:53:29.688940,Clear,659.7763666666667
Madanapalle,9,High,Data Scientist,Senior-Level,1,457454,463539,PhD,"JavaScript, React",Google Cloud Certified,48,6,Day,No,Hybrid,Accenture,Banking,Positive,7,High,2793960,179916,Above Average,Entry-Level,Data Analyst,Delhi,No,Health Insurance,Excellent,Stable,Moderate,2024-12-24 17:53:29.688940,Clear,954.1320000000001
Delhi,21,High,Analyst,Senior-Level,5,1510679,1477811,Diploma,"JavaScript, React",Google Cloud Certified,2,4,Night,Yes,Hybrid,Infosys,Banking,Neutral,6,Moderate,2077731,381605,Below Average,Mid-Level,Data Analyst,Madanapalle,Yes,Health Insurance,Excellent,Strong,High,2024-12-26 17:53:29.688940,Ambiguous,1000.0
Darbhanga,11,High,Data Scientist,Mid-Level,5,502421,2181067,PhD,"Python, SQL, ML",Google Cloud Certified,25,7,Night,No,Hybrid,Infosys,Healthcare,Positive,8,Low,2589208,30553,Above Average,Lead,Team Lead,Pune,No,Flexible Hours,Moderate,Weak,Low,2025-01-25 17:53:29.688940,Clear,774.3069333333333
Chennai,31,High,Analyst,Mid-Level,7,360574,853106,Bachelor's Degree,"C++, Algorithms",PMP,40,1,Night,No,Hybrid,Cognizant,IT Services,Positive,9,High,2839590,273288,Average,Entry-Level,Data Analyst,Chennai,Yes,Health Insurance,Moderate,Weak,Low,2025-01-14 17:53:29.688940,Ambiguous,213.65300000000002
Kolkata,19,Low,Project Manager,Mid-Level,7,1809052,675773,Bachelor's Degree,"C++, Algorithms",Google Cloud Certified,64,5,Flexible,Yes,Offline,Accenture,IT Services,Neutral,4,Low,2537035,224558,Above Average,Senior-Level,Manager,Darbhanga,No,Flexible Hours,Moderate,Weak,Low,2024-12-31 17:53:29.688940,Ambiguous,1000.0
Chennai,17,Low,Project Manager,Mid-Level,6,357529,766914,Bachelor's Degree,"Python, SQL, ML",Google Cloud Certified,15,3,Flexible,Yes,Hybrid,Cognizant,IT Services,Neutral,2,Moderate,2063409,265737,Below Average,Mid-Level,Developer,Kolkata,No,Stock Options,Limited,Stable,Moderate,2024-12-14 17:53:29.688940,Clear,936.7803
Pune,15,Low,Project Manager,Lead,8,1743286,2425038,Master's Degree,"JavaScript, React",PMP,57,6,Flexible,Yes,Offline,TCS,Healthcare,Positive,5,High,1882812,116785,Above Average,Entry-Level,Developer,Chennai,No,Stock Options,Excellent,Weak,Moderate,2024-12-08 17:53:29.688940,Clear,1000.0
Bangalore,49,High,Project Manager,Senior-Level,2,711579,590000,Bachelor's Degree,"C++, Algorithms",PMP,34,5,Flexible,Yes,Offline,Cognizant,IT Services,Negative,8,Low,1504032,47428,Above Average,Lead,Data Analyst,Bangalore,No,Health Insurance,Limited,Strong,Moderate,2024-12-09 17:53:29.688940,Clear,409.1344
Mumbai,30,Low,Project Manager,Mid-Level,14,977172,1290199,PhD,"C++, Algorithms",Google Cloud Certified,82,11,Day,Yes,Hybrid,TCS,Banking,Negative,5,Moderate,2180882,425058,Below Average,Lead,Data Analyst,Pune,No,Flexible Hours,Excellent,Stable,High,2025-01-24 17:53:29.688940,Clear,418.69606666666664
Chennai,26,Medium,Consultant,Mid-Level,13,1455317,831474,Diploma,"Java, Spring Boot",Google Cloud Certified,15,5,Flexible,Yes,Hybrid,Infosys,Banking,Neutral,2,Low,1943127,249204,Below Average,Mid-Level,Manager,Darbhanga,No,Stock Options,Moderate,Stable,High,2024-12-17 17:53:29.688940,Clear,340.7709
Madanapalle,32,Low,Data Scientist,Lead,13,920348,2484829,Bachelor's Degree,"AWS, Docker, Kubernetes",None,32,4,Night,Yes,Hybrid,HCL,Banking,Negative,1,Low,2781956,80164,Above Average,Entry-Level,Developer,Munger,Yes,Flexible Hours,Limited,Strong,High,2024-12-27 17:53:29.688940,Clear,258.73186666666663
Kolkata,28,High,Analyst,Senior-Level,7,1344431,1546147,Bachelor's Degree,"Python, SQL, ML",Scrum Master,30,10,Night,Yes,Offline,Infosys,Banking,Positive,4,High,1408242,336436,Average,Entry-Level,Manager,Delhi,Yes,Stock Options,Excellent,Strong,High,2025-01-11 17:53:29.688940,Clear,981.9414
Chennai,33,Medium,Project Manager,Entry-Level,10,1355736,686132,Master's Degree,"AWS, Docker, Kubernetes",PMP,21,4,Night,No,Remote,HCL,Retail,Neutral,7,Low,2079110,101543,Above Average,Mid-Level,Data Analyst,Kolkata,Yes,Flexible Hours,Excellent,Stable,Low,2025-01-25 17:53:29.688940,Ambiguous,906.3036666666667
Kolkata,13,High,Consultant,Senior-Level,7,1520991,760363,PhD,"JavaScript, React",Scrum Master,60,1,Night,Yes,Offline,Accenture,Banking,Positive,7,Moderate,2852883,95599,Above Average,Entry-Level,Data Analyst,Delhi,Yes,Stock Options,Limited,Weak,Low,2024-12-14 17:53:29.688940,Ambiguous,852.0961
Hyderabad,46,Medium,Consultant,Entry-Level,4,847881,2202458,Diploma,"Java, Spring Boot",PMP,83,10,Day,No,Hybrid,HCL,Healthcare,Negative,0,Moderate,2653520,360015,Below Average,Senior-Level,Team Lead,Darbhanga,Yes,Flexible Hours,Excellent,Stable,Moderate,2024-12-28 17:53:29.688940,Clear,835.4506666666666
Madanapalle,8,High,Consultant,Lead,12,1789875,690859,PhD,"C++, Algorithms",None,63,6,Day,Yes,Offline,Accenture,Retail,Negative,2,Moderate,495988,349805,Below Average,Lead,Data Analyst,Madanapalle,Yes,Stock Options,Limited,Strong,Moderate,2025-01-24 17:53:29.688940,Ambiguous,1000.0
Darbhanga,22,High,Data Scientist,Mid-Level,10,468923,2153152,Bachelor's Degree,"Java, Spring Boot",Scrum Master,69,6,Day,No,Remote,TCS,IT Services,Negative,4,Moderate,1154785,357364,Below Average,Lead,Developer,Munger,No,Health Insurance,Limited,Stable,High,2025-01-07 17:53:29.688940,Ambiguous,869.4928333333334
Munger,47,Medium,Project Manager,Lead,2,844666,437109,PhD,"Python, SQL, ML",None,34,7,Day,Yes,Remote,Accenture,Banking,Neutral,0,Low,2749190,286325,Below Average,Lead,Data Analyst,Mumbai,No,Flexible Hours,Moderate,Strong,High,2024-12-24 17:53:29.688940,Ambiguous,1000.0
Kolkata,20,Low,Consultant,Senior-Level,4,1151932,1355354,Diploma,"JavaScript, React",AWS Certified,38,3,Day,No,Remote,Cognizant,IT Services,Negative,5,Moderate,878929,264736,Above Average,Senior-Level,Manager,Kolkata,Yes,Health Insurance,Moderate,Stable,High,2024-12-19 17:53:29.688940,Clear,1000.0
Madanapalle,37,Medium,Consultant,Mid-Level,4,1087891,577736,Bachelor's Degree,"Java, Spring Boot",Scrum Master,2,10,Day,Yes,Offline,Cognizant,Banking,Neutral,3,High,1787347,113213,Below Average,Lead,Data Analyst,Munger,No,Stock Options,Moderate,Strong,Low,2024-12-15 17:53:29.688940,Ambiguous,895.5782333333333
Kolkata,33,Medium,Project Manager,Senior-Level,12,1755472,1300804,PhD,"Java, Spring Boot",Scrum Master,12,10,Flexible,Yes,Remote,Cognizant,Banking,Neutral,8,Low,2651327,143347,Below Average,Senior-Level,Developer,Hyderabad,Yes,Flexible Hours,Moderate,Stable,High,2025-01-08 17:53:29.688940,Clear,1000.0
Kolkata,43,Medium,Data Scientist,Entry-Level,12,843593,1147196,Diploma,"Java, Spring Boot",Scrum Master,13,10,Day,No,Remote,Infosys,Retail,Neutral,1,High,1001409,350126,Average,Entry-Level,Developer,Kolkata,Yes,Stock Options,Limited,Weak,Moderate,2024-12-22 17:53:29.688940,Clear,471.3803
Delhi,14,Medium,Consultant,Senior-Level,6,1514949,1049373,Bachelor's Degree,"C++, Algorithms",AWS Certified,40,12,Day,No,Offline,Cognizant,Banking,Neutral,9,Moderate,2719110,297921,Average,Senior-Level,Data Analyst,Pune,No,Stock Options,Limited,Strong,High,2024-12-18 17:53:29.688940,Ambiguous,648.637
Delhi,13,Medium,Analyst,Lead,14,994707,1467945,Bachelor's Degree,"JavaScript, React",AWS Certified,7,8,Night,No,Hybrid,Accenture,Banking,Neutral,4,High,1813210,280634,Average,Lead,Manager,Chennai,Yes,Health Insurance,Moderate,Strong,High,2024-12-10 17:53:29.688940,Clear,1000.0
Madanapalle,35,High,Software Engineer,Lead,7,448261,634970,PhD,"C++, Algorithms",None,18,9,Night,Yes,Remote,Accenture,Consulting,Neutral,4,Moderate,2476430,452896,Average,Lead,Manager,Bangalore,Yes,Health Insurance,Limited,Weak,Moderate,2025-01-14 17:53:29.688940,Ambiguous,880.5476666666667
Delhi,32,High,Software Engineer,Lead,3,777364,1960393,Master's Degree,"Java, Spring Boot",AWS Certified,13,2,Day,No,Offline,Accenture,Healthcare,Negative,5,Low,2096082,284253,Above Average,Lead,Data Analyst,Delhi,No,Health Insurance,Moderate,Weak,High,2025-01-07 17:53:29.688940,Clear,961.8694
Pune,7,Low,Software Engineer,Mid-Level,10,364370,1965720,Master's Degree,"C++, Algorithms",PMP,74,2,Flexible,No,Remote,Cognizant,Healthcare,Neutral,4,High,716449,54741,Average,Lead,Data Analyst,Bangalore,No,Stock Options,Excellent,Weak,High,2024-12-31 17:53:29.688940,Clear,454.8816333333333
Darbhanga,18,Low,Data Scientist,Senior-Level,1,564065,621009,Diploma,"C++, Algorithms",Google Cloud Certified,49,12,Flexible,Yes,Offline,TCS,IT Services,Positive,9,Low,629185,209389,Average,Senior-Level,Manager,Bangalore,No,Health Insurance,Moderate,Weak,Moderate,2025-01-26 17:53:29.688940,Ambiguous,454.9728333333333
Mumbai,29,Medium,Consultant,Mid-Level,3,1976140,1824606,PhD,"Python, SQL, ML",Scrum Master,60,1,Flexible,Yes,Hybrid,TCS,IT Services,Positive,9,Moderate,2103835,320930,Average,Senior-Level,Manager,Chennai,Yes,Health Insurance,Excellent,Weak,Moderate,2024-12-30 17:53:29.688940,Ambiguous,995.1278333333333
Madanapalle,19,Low,Software Engineer,Senior-Level,9,1607317,1338143,Diploma,"AWS, Docker, Kubernetes",None,35,9,Flexible,Yes,Offline,Infosys,Retail,Positive,8,Low,1233217,162497,Above Average,Mid-Level,Manager,Mumbai,Yes,Flexible Hours,Excellent,Weak,High,2025-01-04 17:53:29.688940,Clear,889.1072333333333
Madanapalle,6,Low,Software Engineer,Entry-Level,1,1350963,1775025,PhD,"AWS, Docker, Kubernetes",None,66,6,Day,Yes,Offline,Accenture,IT Services,Negative,0,High,1061770,401357,Above Average,Mid-Level,Data Analyst,Darbhanga,Yes,Flexible Hours,Limited,Stable,Moderate,2024-12-14 17:53:29.688940,Ambiguous,315.39233333333334
Pune,28,Medium,Project Manager,Senior-Level,13,638410,1204938,Diploma,"Python, SQL, ML",None,88,11,Flexible,No,Remote,Accenture,Consulting,Neutral,7,High,1166149,143018,Above Average,Senior-Level,Data Analyst,Bangalore,Yes,Health Insurance,Moderate,Stable,Low,2025-01-08 17:53:29.688940,Clear,304.8716333333333
Bangalore,18,High,Consultant,Senior-Level,8,1691086,2182238,Diploma,"Python, SQL, ML",None,76,9,Day,Yes,Offline,Infosys,IT Services,Negative,5,High,1557047,324919,Average,Entry-Level,Data Analyst,Delhi,Yes,Health Insurance,Excellent,Stable,Moderate,2025-01-06 17:53:29.688940,Ambiguous,447.90156666666667
Bangalore,11,High,Consultant,Senior-Level,2,1579948,2428846,PhD,"C++, Algorithms",Scrum Master,79,1,Day,Yes,Hybrid,Accenture,Banking,Negative,8,Moderate,1890326,497460,Above Average,Lead,Team Lead,Kolkata,Yes,Health Insurance,Moderate,Strong,High,2024-12-14 17:53:29.688940,Ambiguous,304.01086666666663
Delhi,40,Low,Project Manager,Senior-Level,6,304825,1182722,Master's Degree,"C++, Algorithms",None,44,6,Day,No,Offline,HCL,IT Services,Neutral,9,High,684141,154990,Above Average,Senior-Level,Manager,Mumbai,No,Health Insurance,Excellent,Strong,Moderate,2025-01-11 17:53:29.688940,Ambiguous,378.8047
Mumbai,28,High,Consultant,Entry-Level,3,1353858,744535,Diploma,"JavaScript, React",Scrum Master,73,2,Day,Yes,Offline,Infosys,IT Services,Negative,6,High,2470025,260511,Average,Mid-Level,Developer,Mumbai,Yes,Stock Options,Limited,Weak,Low,2025-01-25 17:53:29.688940,Clear,669.3341666666666
Delhi,31,High,Analyst,Mid-Level,7,1231373,2366388,PhD,"AWS, Docker, Kubernetes",None,81,14,Day,No,Offline,Accenture,Banking,Neutral,2,High,2394208,370524,Above Average,Entry-Level,Data Analyst,Mumbai,No,Stock Options,Limited,Strong,Moderate,2025-01-22 17:53:29.688940,Ambiguous,394.80693333333335
Hyderabad,41,Low,Data Scientist,Lead,2,810407,1915035,PhD,"C++, Algorithms",None,71,0,Night,No,Hybrid,Infosys,Consulting,Neutral,7,Low,2431314,129246,Above Average,Senior-Level,Manager,Madanapalle,Yes,Flexible Hours,Limited,Stable,High,2025-01-16 17:53:29.688940,Ambiguous,358.04380000000003
Hyderabad,42,Medium,Project Manager,Senior-Level,4,1364027,1660706,PhD,"JavaScript, React",Google Cloud Certified,6,10,Day,No,Hybrid,HCL,Healthcare,Neutral,9,Moderate,1349450,240937,Above Average,Lead,Manager,Kolkata,Yes,Health Insurance,Excellent,Stable,Low,2024-12-17 17:53:29.688940,Ambiguous,532.9816666666667
Munger,34,Low,Software Engineer,Lead,10,1315912,1091175,Bachelor's Degree,"AWS, Docker, Kubernetes",PMP,21,7,Day,No,Offline,HCL,Consulting,Positive,2,Moderate,2729019,234698,Average,Lead,Developer,Darbhanga,No,Flexible Hours,Moderate,Strong,Low,2024-12-10 17:53:29.688940,Clear,773.9673
Hyderabad,31,Low,Consultant,Lead,9,1601198,950785,PhD,"JavaScript, React",AWS Certified,8,7,Day,Yes,Offline,Cognizant,Consulting,Neutral,2,Moderate,2034167,192748,Above Average,Lead,Team Lead,Pune,No,Stock Options,Limited,Stable,Low,2024-12-09 17:53:29.688940,Clear,602.8055666666667
Bangalore,43,Low,Analyst,Lead,6,973265,1090145,PhD,"JavaScript, React",AWS Certified,59,13,Night,Yes,Offline,Accenture,Retail,Neutral,3,Moderate,849132,28112,Below Average,Lead,Developer,Chennai,Yes,Health Insurance,Excellent,Stable,High,2025-01-14 17:53:29.688940,Ambiguous,759.3044
Darbhanga,19,Medium,Analyst,Lead,4,433770,1068726,Bachelor's Degree,"Python, SQL, ML",AWS Certified,41,12,Night,No,Remote,HCL,Retail,Negative,2,High,2804363,95920,Above Average,Senior-Level,Developer,Bangalore,No,Health Insurance,Moderate,Strong,Moderate,2025-01-11 17:53:29.688940,Ambiguous,571.4787666666666
Hyderabad,30,Medium,Data Scientist,Senior-Level,2,972252,437649,Bachelor's Degree,"Java, Spring Boot",PMP,58,9,Day,No,Hybrid,HCL,Banking,Positive,5,Moderate,1201912,468529,Average,Entry-Level,Manager,Pune,No,Stock Options,Excellent,Stable,Low,2025-01-14 17:53:29.688940,Ambiguous,405.06373333333335
Delhi,5,Medium,Analyst,Lead,10,872356,486117,Master's Degree,"Java, Spring Boot",Scrum Master,39,0,Flexible,Yes,Offline,HCL,Retail,Negative,6,Moderate,2542994,124811,Below Average,Mid-Level,Developer,Bangalore,Yes,Flexible Hours,Moderate,Stable,Moderate,2025-01-22 17:53:29.688940,Clear,1000.0
Kolkata,8,Medium,Consultant,Senior-Level,14,1944590,2469254,PhD,"Java, Spring Boot",AWS Certified,28,10,Day,No,Offline,Cognizant,Healthcare,Negative,2,High,598891,195778,Below Average,Mid-Level,Team Lead,Pune,No,Stock Options,Excellent,Strong,Moderate,2025-01-07 17:53:29.688940,Clear,1000.0
Madanapalle,33,Low,Consultant,Entry-Level,9,1771481,1992707,Diploma,"JavaScript, React",AWS Certified,54,5,Flexible,Yes,Hybrid,Accenture,Banking,Positive,2,High,705700,154225,Average,Senior-Level,Manager,Delhi,Yes,Flexible Hours,Excellent,Strong,Moderate,2024-12-26 17:53:29.688940,Clear,716.5233333333333
